Country,Year,HPI,HPIgrowth,Inflation_Rate,GDP,GDP_Growth_Rate,Total_Refugees,Total_Asylum,Totaldisplaced,Displacedgrowth,Population,HPI_Growth,Rugees_Growth,Refugees_per_1000,Housing_Supply
Croatia,2017,104.75,3.8259490534245213,1.12937210282347,56186190437.99587,3.2809581214065844,508,406,914,10.253317249698432,4041407,3.8259490534245213,69.33333333333334,0.12569879747325624,1.3
Croatia,2018,111.14,6.100238663484488,1.50012501041756,61668130122.58781,2.90468149344008,787,198,985,7.768052516411379,3988775,6.100238663484488,54.92125984251969,0.19730368346171442,1.3
Croatia,2019,121.1,8.961669965808884,0.771820346498019,61467582193.682434,3.1004391144375774,916,454,1370,39.08629441624365,3949390,8.961669965808884,16.39135959339263,0.23193455191814433,1.5
Croatia,2020,130.38,7.663088356729976,0.154811374562106,57963370885.07977,-8.311642578846872,956,567,1523,11.167883211678832,3914206,7.663088356729976,4.366812227074235,0.24423855055150392,1.4
Croatia,2021,139.91,7.309403282712074,2.55450699642041,69006802298.6956,12.631700327771185,1020,562,1582,3.8739330269205516,3878981,7.309403282712074,6.694560669456067,0.26295565768432483,1.7
Croatia,2022,160.69,14.852405117575584,10.7805806758686,71198635101.95143,7.287936432065649,20638,1200,21838,1280.4045512010114,3855641,14.852405117575584,1923.3333333333335,5.352676766327571,2
Croatia,2023,179.88,11.9422490509677,7.9412817758683,84393795502.44211,3.302544880863252,25029,1597,26626,21.925084714717467,3859686,11.9422490509677,21.27628646186646,6.484724405042275,2.1
Italy,2010,118.1,NA,1.52551602118248,2144936254535.0042,1.5291057572893294,56402,4070,60472,1.9299812901377116,59277417,-34.34511896820103,125.34659794638219,0.9514922014904934,NA
Italy,2011,119.7,1.3547840812870522,2.78063272879323,2306974020278.215,0.6954631292078517,58066,13525,71591,18.387022092869426,59379449,1.3547840812870522,2.950249991135066,0.9778804111166475,NA
Italy,2012,116.7,-2.506265664160401,3.04136333226775,2097929495121.6802,-3.1252387954381646,64782,14320,79102,10.491542232962244,59539717,-2.506265664160401,11.566148865084559,1.0880468242736188,NA
Italy,2013,109.1,-6.512425021422458,1.21999342274306,2153225581941.457,-1.8180250610428317,76248,13635,89883,13.629238198781321,60233948,-6.512425021422458,17.699360933592665,1.265864226598595,NA
Italy,2014,104,-4.674610449129235,0.241047429826756,2173255507985.8354,-0.0013876397649283945,93712,45730,139442,55.13723395970317,60789140,-4.674610449129235,22.90420732347078,1.5415911460501004,NA
Italy,2015,100,-3.8461538461538463,0.0387903996579733,1845428048839.1006,0.8856676380467832,118036,60135,178171,27.77427174022174,60730582,-3.8461538461538463,25.956120880997098,1.9436006722280381,3.7
Italy,2016,100.3,0.29999999999999716,-0.09401665691575,1887111188176.9307,1.2362211072750995,147362,99896,247258,38.77567056367198,60627498,0.29999999999999716,24.84496255379715,2.4306132507727765,3.9
Italy,2017,99.2,-1.0967098703888278,1.22653316645812,1970720904584.7092,1.6036999464836157,167330,186645,353975,43.16018086371321,60536709,-1.0967098703888278,13.550304691847288,2.764107972899551,4.5
Italy,2018,98.6,-0.6048387096774279,1.13748763600391,2099435266458.665,0.8266466973636994,189227,105606,294833,-16.707959601666783,60421760,-0.6048387096774279,13.08611725333174,3.1317690845152475,4.8
Italy,2019,98.5,-0.10141987829614027,0.611246943765304,2019606796583.5261,0.4291625343719119,207602,47030,254632,-13.635176523659156,59729081,-0.10141987829614027,9.71055927536768,3.475727342933671,5
Italy,2020,100.4,1.92893401015229,-0.13770757391651,1907481094079.227,-8.868221210463872,128033,53901,181934,-28.550221496119892,59438851,1.92893401015229,-38.327665436749164,2.1540288522737425,4.4
Italy,2021,103,2.5896414342629424,1.87378325762481,2179207773596.089,8.931062066007797,144862,51779,196641,8.083700682665143,59133173,2.5896414342629424,13.144267493536823,2.4497586151854223,5.2
Italy,2022,106.9,3.786407766990297,8.20128991161718,2102995942720.4363,4.661762651136954,296181,79979,376160,91.29276193672735,59013667,3.786407766990297,104.45734561168561,5.018854361312608,5.2
Italy,2023,108.3,1.3096351730589255,5.62219442195901,2300941152991.805,0.6976329941967805,298296,146922,445218,18.358677158655894,58993475,1.3096351730589255,0.7140903704153879,5.056423612950415,4.7
Cyprus,2010,112.9,-5.728122912491649,2.43004084102254,25799940077.607452,2.2835449970291677,3397,5385,8782,11.291344569763021,1127816,4.247460757156056,-98.86119827285648,3.012016144477468,NA
Cyprus,2011,111.09,-1.603188662533217,3.28944939564211,27641547909.70109,0.416712762832276,3498,3042,6540,-25.529492143019812,1146493,-1.603188662533217,2.973211657344716,3.0510434865280467,NA
Cyprus,2012,107.7,-3.051579800162031,2.38905410042317,25047436974.68195,-3.447381423936193,3627,2624,6251,-4.418960244648318,1165397,-3.051579800162031,3.687821612349914,3.1122441537089935,NA
Cyprus,2013,103.29,-4.094707520891362,-0.399357676464426,23959712860.83313,-6.587476957000732,3879,2629,6508,4.1113421852503595,1183895,-4.094707520891362,6.9478908188585615,3.276472998027697,NA
Cyprus,2014,101.47,-1.7620292380675837,-1.35498885446315,23225918259.98236,-1.7760618111108926,5120,2436,7556,16.103257529194835,1201801,-1.7620292380675837,31.992781644753805,4.260272707378343,NA
Cyprus,2015,100,-1.4487040504582624,-2.0969976905311,19909278416.857502,3.4189229903339253,7062,2210,9272,22.710428798305983,1219502,-1.4487040504582624,37.9296875,5.790888411827122,0.7
Cyprus,2016,100.27,0.269999999999996,-1.42916666666665,21046462280.59786,6.573591005131135,8478,3049,11527,24.320534943917167,1237112,0.269999999999996,20.050977060322854,6.853057766798803,0.8
Cyprus,2017,102.52,2.2439413583325023,0.531766496174467,22946570628.7576,5.750832460144167,9790,5216,15006,30.181313438015096,1254275,2.2439413583325023,15.475347959424393,7.805305853979391,1.1
Cyprus,2018,104.32,1.755754974639092,1.43549119531759,25754001367.544785,6.271667304384266,11002,10267,21269,41.73663867786219,1270737,1.755754974639092,12.379979570990807,8.65796777775417,1.3
Cyprus,2019,108.2,3.719325153374243,0.250370996758493,26196667099.53027,5.8755912300326685,12311,18799,31110,46.26921811086558,1286671,3.719325153374243,11.89783675695328,9.568102490846535,2.1
Cyprus,2020,107.98,-0.20332717190388064,-0.638422797978959,25555093854.29683,-3.220634335750475,13997,20483,34480,10.832529733204757,1302247,-0.20332717190388064,13.69506945008529,10.748344976029893,1.9
Cyprus,2021,104.33,-3.3802556028894295,2.44608867175474,30372874319.628525,11.38776335519998,16277,25336,41613,20.687354988399072,1317309,-3.3802556028894295,16.289204829606344,12.356250507663729,2
Cyprus,2022,107.13,2.6837918144349633,8.39548297993334,30976176886.85206,7.3656225242867635,29280,36497,65777,58.06839208901064,1331370,2.6837918144349633,79.88572832831603,21.992383785123597,1.8
Cyprus,2023,110.27,2.931018388873332,3.54134188751663,33886930712.33943,2.611900909147451,39044,31664,70708,7.496541344238867,1344976,2.931018388873332,33.34699453551912,29.029514281295725,2
Latvia,2010,80.35,-10.959663120567377,-1.08463595015162,23468324572.33428,-3.6612590805493994,60,43,103,9.574468085106384,2097555,-27.133399836764312,-99.84632722057167,0.02860473265301744,NA
Latvia,2011,88.73,10.429371499688873,4.3707355993922,26575547900.824738,3.036345903397759,88,216,304,195.14563106796118,2059709,10.429371499688873,46.666666666666664,0.042724481953518675,NA
Latvia,2012,91.36,2.9640482362222422,2.25778924374595,27116149948.668335,7.305240455277541,113,171,284,-6.578947368421052,2034319,2.9640482362222422,28.40909090909091,0.05554684393155646,NA
Latvia,2013,97.62,6.852014010507887,-0.0294547782579216,29152128167.84381,2.096091140878812,149,183,332,16.901408450704224,2012647,6.852014010507887,31.858407079646017,0.0740318595362227,NA
Latvia,2014,103.48,6.002868264699856,0.620490636732421,30277203767.405777,2.094959595862676,168,235,403,21.385542168674696,1993782,6.002868264699856,12.751677852348994,0.08426197046617935,NA
Latvia,2015,100,-3.362968689601859,0.174242243625186,26344565876.89022,3.7833652895781285,193,182,375,-6.9478908188585615,1977527,-3.362968689601859,14.880952380952381,0.09759664469815077,0.3
Latvia,2016,108.49,8.489999999999995,0.140633334505327,27117105059.507458,2.5516858535470135,340,151,491,30.933333333333334,1959537,8.489999999999995,76.16580310880829,0.17351037515494733,0.4
Latvia,2017,118.01,8.775002304359859,2.93036312374665,29391059767.425934,3.398949377790089,653,54,707,43.9918533604888,1942248,8.775002304359859,92.05882352941175,0.3362083523834238,0.5
Latvia,2018,129.3,9.566985848656898,2.53445424186598,33247935477.357624,4.30971088766286,664,45,709,0.2828854314002829,1927174,9.566985848656898,1.6845329249617151,0.3445459517407354,0.6
Latvia,2019,140.88,8.955916473317853,2.81140920075615,33099503950.847004,0.6753752568120746,665,41,706,-0.4231311706629055,1913822,8.955916473317853,0.15060240963855423,0.347472230959828,0.6
Latvia,2020,145.77,3.471039182282804,0.219064904842156,33379927434.61488,-3.469229153396185,637,73,710,0.56657223796034,1900449,3.471039182282804,-4.2105263157894735,0.3351839486352962,0.7
Latvia,2021,161.65,10.89387391095561,3.27582937431156,38185125732.94512,6.94723316214511,705,209,914,28.732394366197184,1884490,10.89387391095561,10.675039246467819,0.3741065221890273,0.7
Latvia,2022,184.01,13.832353850912455,17.3102830198815,38018905782.39703,1.8126824022840964,39055,249,39304,4200.218818380744,1879383,13.832353850912455,5439.7163120567375,20.78075623755243,0.7
Latvia,2023,190.89,3.7389272322156377,8.93804623316637,42247850064.51251,1.7067952496992405,45761,552,46313,17.832790555668634,1877445,3.7389272322156377,17.17065676609909,24.374082862613818,0.7
Lithuania,2010,84.2,-7.391113066432027,1.31921362055463,36638128534.06432,0.427199033691366,808,67,875,1.8626309662398137,3097282,-55.890827177955885,-98.23430432027273,0.26087388878377876,NA
Lithuania,2011,89.77,6.615201900237522,4.13027562645085,43186501862.790695,6.323637398040518,824,73,897,2.5142857142857142,3028115,6.615201900237522,1.9801980198019802,0.27211648170561553,NA
Lithuania,2012,89.56,-0.2339311574022432,3.08998277055417,42709372066.862656,4.382905596208559,871,70,941,4.9052396878483835,2987773,-0.2339311574022432,5.703883495145631,0.2915214777026233,NA
Lithuania,2013,90.65,1.2170611880303746,1.04747937065344,46303660422.043365,4.046914350913113,918,74,992,5.419766206163656,2957689,1.2170611880303746,5.39609644087256,0.31037746024007257,NA
Lithuania,2014,96.47,6.420297848869269,0.103758009433708,48306546656.92814,3.7725413149966727,1007,139,1146,15.524193548387096,2932367,6.420297848869269,9.694989106753813,0.3434085842597465,NA
Lithuania,2015,100,3.6591686534674004,-0.884097405500596,41540954817.20389,2.8328085774110434,1094,75,1169,2.006980802792321,2904910,3.6591686534674004,8.639523336643496,0.3766037502022438,1.4
Lithuania,2016,105.4,5.400000000000006,0.905525075460342,42970749245.03357,2.67192019895775,1284,147,1431,22.412318220701454,2868231,5.400000000000006,17.36745886654479,0.44766268825628064,1.8
Lithuania,2017,114.8,8.918406072106254,3.72288862303707,47756764508.44596,4.612243146007785,1577,249,1826,27.603074772886092,2828403,8.918406072106254,22.819314641744548,0.5575584525967481,1.6
Lithuania,2018,123.18,7.2996515679442595,2.69792779208394,54261795148.537216,4.9183697945524045,1731,273,2004,9.748083242059145,2801543,7.2996515679442595,9.765377298668358,0.617873793120434,1.5
Lithuania,2019,131.61,6.843643448611793,2.33450937988027,55122066225.79599,4.677351557968066,1822,408,2230,11.27744510978044,2794137,6.843643448611793,5.257076834199884,0.6520796940164351,1.4
Lithuania,2020,141.18,7.271483929792563,1.19989444983569,57412038533.27175,0.04281401734867529,1880,122,2002,-10.22421524663677,2794885,7.271483929792563,3.1833150384193196,0.6726573723069107,1.5
Lithuania,2021,163.84,16.050432072531517,4.68354420903453,67037321008.96792,6.380016762043212,1880,122,2002,0,2800839,16.050432072531517,0,0.6712274429197823,2.1
Lithuania,2022,195.05,19.049072265625007,19.7050461518394,71033884499.78238,2.537525008871725,67638,491,68129,3303.046953046953,2831639,19.049072265625007,3497.7659574468084,23.886519432738424,1.7
Lithuania,2023,214.2,9.8179953857985,9.11731962390475,79789877416.16808,0.3422625522291298,80225,333,80558,18.24333250157789,2871585,9.8179953857985,18.60936160146663,27.937532756300094,1.3
Luxembourg,2010,80.14,5.419626414101558,2.2736791162154,56213985987.41678,3.7604135925509468,3254,660,3914,6.590413943355119,506953,-62.586367880485525,-95.94390775942662,6.418740987823329,NA
Luxembourg,2011,83.09,3.6810581482405826,3.41068341068342,61696281326.245255,1.0442986945573125,2855,1694,4549,16.223811957077157,518347,3.6810581482405826,-12.261831591886908,5.50789336101106,NA
Luxembourg,2012,86.58,4.2002647731375555,2.66284165508021,59776383527.36017,1.6499020297865172,2910,1239,4149,-8.793141349747197,530946,4.2002647731375555,1.926444833625219,5.480783356499531,NA
Luxembourg,2013,90.89,4.97805497805498,1.73403963519162,65203276466.976265,3.1717904991600534,901,1003,1904,-54.10942395758014,543360,4.97805497805498,-69.03780068728523,1.658200824499411,NA
Luxembourg,2014,94.88,4.38992188359555,0.628543985440717,68804811897.64447,2.623086015771918,1091,1226,2317,21.691176470588236,556319,4.38992188359555,21.08768035516093,1.9611050494410578,NA
Luxembourg,2015,100,5.396290050590224,0.474743161437779,60071584216.13747,2.269784484195654,1306,2349,3655,57.747086750107904,569604,5.396290050590224,19.706691109074242,2.2928209773807766,0.9
Luxembourg,2016,106.01,6.010000000000005,0.290833333333317,62216885435.94879,4.978190436816291,2020,2186,4206,15.075239398084817,582014,6.010000000000005,54.67075038284839,3.470706890212263,0.8
Luxembourg,2017,111.96,5.6126780492406265,1.73079959118887,65712180342.98364,1.3171876629367745,2020,1495,3515,-16.428911079410366,596336,5.6126780492406265,0,3.387352096804486,0.9
Luxembourg,2018,119.86,7.056091461236161,1.5281952430738,71000359760.46112,1.219321918563594,2020,1485,3505,-0.2844950213371266,607950,7.056091461236161,0,3.3226416646105763,1.1
Luxembourg,2019,131.99,10.12014016352412,1.74332075653848,69890505323.5842,2.915847915000498,2548,1785,4333,23.62339514978602,620001,10.12014016352412,26.13861386138614,4.1096707908535635,1
Luxembourg,2020,151.12,14.493522236533066,0.819957302127036,73699366700.21344,-0.9098297988867188,5158,1400,6558,51.350103854142624,630419,14.493522236533066,102.43328100470958,8.181860001046923,0.9
Luxembourg,2021,172.15,13.916093170989944,2.52692009066166,85584105993.87459,7.168401986977486,6011,1765,7776,18.57273559011894,640064,13.916093170989944,16.537417603722375,9.391248375162483,1.1
Luxembourg,2022,188.6,9.555620098751081,6.33600807777919,81641807865.75908,1.3801858908320668,11952,2615,14567,87.33281893004116,653103,9.555620098751081,98.83546830810181,18.300329350806837,0.7
Luxembourg,2023,171.48,-9.07741251325557,3.74140361983136,85755006123.5976,-1.0957236157699413,13735,3745,17480,19.997254067412644,666430,-9.07741251325557,14.918005354752342,20.609816484852125,0.6
Hungary,2010,93.66,-2.386659718603446,4.85555795691956,132175349953.71332,1.0762540427766965,5400,354,5754,-13.888057467824005,10000023,-45.381385584324704,-60.68438296323262,0.5399987580028567,NA
Hungary,2011,90.45,-3.4272901985906405,3.9299209893507,141942264554.47513,1.8668374754429777,5085,360,5445,-5.370177267987486,9971727,-3.4272901985906405,-5.833333333333333,0.5099417583333359,NA
Hungary,2012,87.1,-3.703703703703713,5.65214517088646,128814279315.1317,-1.2502260234706313,4034,386,4420,-18.824609733700644,9920362,-3.703703703703713,-20.668633235004915,0.4066383867846758,NA
Hungary,2013,84.87,-2.5602755453501604,1.73319984983101,135684315697.71341,1.8025221008226566,2422,1876,4298,-2.760180995475113,9893082,-2.5602755453501604,-39.96033713435796,0.2448175401760543,NA
Hungary,2014,88.43,4.1946506421585985,-0.227566270988219,141033843265.66858,4.232209806142691,2854,15664,18518,330.8515588645882,9866468,4.1946506421585985,17.836498761354253,0.2892625810979167,NA
Hungary,2015,100,13.083795092163284,-0.0616446800641672,125174166987.37169,3.7073159793626047,4383,36671,41054,121.69780753861107,9843028,13.083795092163284,53.5739313244569,0.44528980309717703,1.4
Hungary,2016,113.38,13.379999999999995,0.394769306686392,128609822750.03862,2.2010018929385637,4736,3396,8132,-80.19194231987139,9814023,13.379999999999995,8.053844398813597,0.4825747810046909,3.3
Hungary,2017,127.24,12.224378197212912,2.34824281150154,143112196040.32568,4.271976016206949,5671,666,6337,-22.073290703394,9787966,12.224378197212912,19.74239864864865,0.5793849304339636,4.1
Hungary,2018,145.5,14.350833071361214,2.85024792594646,160565642983.58676,5.36234836176223,6019,120,6139,-3.124506864446899,9775564,14.350833071361214,6.136483865279492,0.6157189498222302,3.9
Hungary,2019,170.17,16.95532646048109,3.33858635382008,164020460331.65897,4.864225735118907,5750,222,5972,-2.72031275452028,9771141,16.95532646048109,-4.469180927064296,0.5884676108962096,3.9
Hungary,2020,178.58,4.942116706822604,3.32674385766738,157288955508.17633,-4.487046047653081,5838,38,5876,-1.6075016744809107,9750149,4.942116706822604,1.5304347826086957,0.598760080486975,2.6
Hungary,2021,208.04,16.496808153208633,5.11096534382855,182109999477.69073,7.061220609729119,5676,5,5681,-3.3185840707964607,9709891,16.496808153208633,-2.774922918807811,0.5845585702249386,3.6
Hungary,2022,254.52,22.34185733512787,14.6081439492433,177006128624.62692,4.583407672950685,35370,20,35390,522.953705333568,9644377,22.34185733512787,523.1501057082452,3.667421959966932,4.1
Hungary,2023,272.54,7.079993713657083,17.1249659678737,212388906458.72394,-0.9076859561402415,63180,5,63185,78.53913534896864,9592186,7.079993713657083,78.62595419847328,6.586611227096722,2.5
Malta,2010,91.04,1.0769401576551718,1.51563513618532,9097044160.947304,6.197345169111898,6143,1282,7425,-4.501607717041801,414508,-66.59572906729288,-90.2769863880975,14.819979349011358,NA
Malta,2011,89.8,-1.3620386643233844,2.9629852819288,9789361703.697311,0.9919636752963754,6948,1448,8396,13.077441077441076,416268,-1.3620386643233844,13.104346410548592,16.691170111562744,NA
Malta,2012,92.54,3.051224944320723,2.37582057760386,9609532088.886833,4.10259030296838,8242,754,8996,7.146260123868508,420028,3.051224944320723,18.62406447898676,19.62250135705239,NA
Malta,2013,92.16,-0.41063323968014875,1.1802843636655,10796782637.510044,6.291715744012578,9900,900,10800,20.0533570475767,425967,-0.41063323968014875,20.116476583353553,23.241236997232182,NA
Malta,2014,94.51,2.549913194444454,0.310306472181665,11888032872.432009,7.631129374826855,6095,176,6271,-41.93518518518518,434558,2.549913194444454,-38.43434343434343,14.02574570022874,NA
Malta,2015,100,5.808909110147069,1.10054826378929,11340795041.806465,9.621097562283481,7068,574,7642,21.862541859352575,445053,5.808909110147069,15.963904840032814,15.881254592149698,0.8
Malta,2016,105.45,5.450000000000003,0.642702771527304,12025782834.359617,4.077719294812837,7941,868,8809,15.270871499607432,455356,5.450000000000003,12.35144312393888,17.439102592257488,1.3
Malta,2017,111.03,5.291607396870553,1.36435448150708,14161366723.677877,12.972119343497951,7994,1349,9343,6.0619820637983874,467999,5.291607396870553,0.6674222390127188,17.08123307955786,1.5
Malta,2018,117.45,5.782221021345584,1.15782362451517,16153779511.155882,7.18909653691901,8579,1860,10439,11.73070748153698,484630,5.782221021345584,7.317988491368527,17.702164537894888,1.9
Malta,2019,124.65,6.130268199233719,1.6420600176894,16337793530.778841,4.084706028473391,8908,3681,12589,20.595842513650734,504062,6.130268199233719,3.8349457978785404,17.672429185298633,2
Malta,2020,128.86,3.3774568792619397,0.638544956776712,16385919535.674227,-3.4746875093225214,9168,4047,13215,4.972595122726189,515332,3.3774568792619397,2.918724741805119,17.79047293783425,1.3
Malta,2021,135.44,5.106316933105683,1.49789217934724,19718565605.43304,13.460305196059494,9335,3674,13009,-1.5588346575860765,518536,5.106316933105683,1.8215532286212914,18.0026073406668,1.2
Malta,2022,144.45,6.6523922031895975,6.15375621933037,19209979975.232304,4.147882816011332,11098,2070,13168,1.2222307633177032,531511,6.6523922031895975,18.885913229780396,20.880094673487474,1.5
Malta,2023,153.42,6.209761163032191,5.09396758978883,22328640241.555298,7.498512459378688,11724,815,12539,-4.776731470230863,552747,6.209761163032191,5.640655974049378,21.210427193634704,1.2
Netherlands,2010,111.48,-1.7451084082495947,1.27530569556683,852464982433.335,1.3193202329624398,74948,13034,87982,-4.599670367800139,16615394,-27.336722721939765,539.2698737632207,4.510756711517042,NA
Netherlands,2011,109.27,-1.9824183710082595,2.34107017751373,913140741332.6866,1.7733452065724578,74587,10406,84993,-3.397285808460822,16693074,-1.9824183710082595,-0.48166728932059566,4.468140499467025,NA
Netherlands,2012,101.96,-6.689850828223669,2.45554765291604,845689017065.6252,-0.9778770085138291,71893,10406,82299,-3.1696727965832476,16754962,-6.689850828223669,-3.6118894713555982,4.2908482872118725,NA
Netherlands,2013,95.81,-6.031777167516665,2.50689852657885,883951539006.6692,-0.030232451655294312,74700,0,74700,-9.233405023147306,16804432,-6.031777167516665,3.904413503400887,4.4452558705941385,NA
Netherlands,2014,96.61,0.8349859096127723,0.976035079699679,901556501756.4674,1.6126100744912293,82483,6914,89397,19.674698795180724,16865008,0.8349859096127723,10.4190093708166,4.890777401350773,NA
Netherlands,2015,100,3.508953524479868,0.600248147278776,775743675302.734,2.1206052242171722,88518,28030,116548,30.371265254986184,16939923,3.508953524479868,7.316659190378623,5.225407459053976,9.7
Netherlands,2016,105.29,5.290000000000006,0.316666666666743,797163949289.8853,2.424285765366335,101727,10369,112096,-3.8198853691183032,17030314,5.290000000000006,14.922388666711855,5.973289746742191,9.4
Netherlands,2017,113.81,8.091936556178169,1.38145871407206,848233537845.8838,2.7815460987956016,103843,5818,109661,-2.172245218384242,17131296,8.091936556178169,2.080077069018058,6.061596273860425,12.3
Netherlands,2018,124.4,9.304981987523067,1.7034979474447,929733599796.862,2.2587403962495216,101824,12303,114127,4.072550861290705,17231624,9.304981987523067,-1.9442812707645196,5.90913543610283,12.2
Netherlands,2019,133.38,7.218649517684879,2.63369910249601,928903005576.4691,2.300091594761966,94417,15599,110016,-3.60212745450244,17344874,7.218649517684879,-7.27431646763042,5.443510284364129,10.1
Netherlands,2020,144.07,8.014694856800118,1.27246037789161,932560861701.1699,-3.867953393234231,95897,11882,107779,-2.0333406050029086,17441500,8.014694856800118,1.5675143247508394,5.4982082963047905,11.9
Netherlands,2021,164.94,14.486013743319223,2.67572008805385,1054472123449.5955,6.276830732305257,99585,17106,116691,8.268772209799682,17533044,14.486013743319223,3.845792881946255,5.6798465799777835,13.5
Netherlands,2022,186.84,13.277555474718083,10.0012078753473,1046540797548.6422,5.007234590450366,237368,31594,268962,130.4907833509011,17700982,13.277555474718083,138.35718230657227,13.409877485893157,11.2
Netherlands,2023,183.26,-1.9160779276386277,3.83839354342808,1154361305398.0596,0.07456072164949035,237767,43915,281682,4.729292613826488,17877117,-1.9160779276386277,0.16809342455596374,13.300075174313621,8.3
Austria,2010,77.32,NA,1.81353438995062,389827789217.6341,1.808982669608497,42613,25602,68215,-3.9604099791631473,8363404,-57.8085779766452,-82.07783249988434,5.09517416592574,NA
Austria,2011,81.47,5.367304707708233,3.2865791487538,428954737064.05725,2.9274679078969257,47055,24464,71519,4.843509492047204,8391643,5.367304707708233,10.42404899913172,5.607364374294759,NA
Austria,2012,86.86,6.61593224499816,2.48567562177015,406750487603.5899,0.6282461794139493,51707,22418,74125,3.643786965701422,8429991,6.61593224499816,9.886303262140048,6.133695753649085,NA
Austria,2013,91.2,4.996546166244535,2.00015616900597,426580502769.4165,-0.2507265459267387,55575,22731,78306,5.6404721753794265,8479823,4.996546166244535,7.4806119094126515,6.553792455337806,NA
Austria,2014,94.68,3.8157894736842146,1.60581182954474,438556021078.0341,0.7557990768927993,60724,22745,83469,6.593364493142288,8546356,3.8157894736842146,9.264957264957264,7.105250471663011,NA
Austria,2015,100,5.6189269117025695,0.89656333526032,379546097300.6326,1.3035230979888865,72198,80060,152258,82.41263223472187,8642699,5.6189269117025695,18.895329688426322,8.353640454214592,7.1
Austria,2016,106.71,6.709999999999994,0.891591752655362,393687359770.2733,2.1172196709610773,93242,76382,169624,11.405640426118826,8736668,6.709999999999994,29.147621817778884,10.672489786724185,7.9
Austria,2017,112.14,5.088557773404561,2.08126911385587,414926138132.6913,2.2722501203745935,115252,56279,171531,1.1242512851954913,8797566,5.088557773404561,23.605242272795522,13.100441644882231,8.8
Austria,2018,118.83,5.965757089352593,1.9983798142954,452582294972.7754,2.4842208668992782,128779,37347,166126,-3.1510339238971383,8840521,5.965757089352593,11.736889598445147,14.566901656587886,7.6
Austria,2019,125.97,6.008583690987125,1.53089564152644,442983642371.8424,1.7549764558532956,135951,26696,162647,-2.094193563921361,8879920,6.008583690987125,5.569231008161268,15.309935224641663,8.4
Austria,2020,135.52,7.581170119869819,1.38191063351862,434397601557.69617,-6.318255286702083,141816,20710,162526,-0.07439424028724785,8916864,7.581170119869819,4.314054328397732,15.904246156496274,8
Austria,2021,151.02,11.437426210153482,2.7666666666667,480467037338.78296,4.795329105514583,152514,27847,180361,10.973628834771052,8955797,11.437426210153482,7.543577593501438,17.02964013141432,8.1
Austria,2022,168.49,11.56800423784929,8.5468699318845,471773629830.3812,5.277894212037154,258613,53087,311700,72.82006642234185,9041851,11.56800423784929,69.56672830035275,28.601776339822454,6.4
Austria,2023,163.68,-2.854768829010625,7.81413417002832,511685203845.0012,-0.9549623668492586,257811,38039,295850,-5.085017645171639,9131761,-2.854768829010625,-0.31011588744572005,28.23234204224136,4.3
Poland,2010,105.61,NA,2.58069370250543,478111630683.5141,3.168927482580358,15537,2111,17648,-0.27124773960216997,38042794,-35.477761485826,-93.97349220940922,0.4084084886089071,NA
Poland,2011,105.7,0.08521920272701772,4.2394014962594,527848543023.4693,5.25546256612796,15834,2873,18707,6.0006799637352675,38063255,0.08521920272701772,1.9115659393705349,0.4159917484723784,NA
